age,gender,marital_status,dependents,education,employment_status,years_employed,self_employed,residence_type,housing_status,city,state,country,monthly_income,annual_income,existing_emi,savings,bank_balance,loan_amount,loan_purpose,loan_term,interest_rate,collateral_available,coapplicant_income,credit_score,past_loan_defaults,credit_card_holder,num_open_accounts,current_debt,debt_to_income_ratio,cibil_score,vehicle_ownership,property_ownership,business_ownership,existing_loans,pan_verified,aadhaar_verified,income_tax_filed,bank_statement_available,salary_slips_available,loan_approved
53,Male,Married,1,Postgraduate,Employed,13,0,Owned,Owned,Chennai,Telangana,India,76105,823758,14059,321447,393980,568124,Medical,36,9.600502907361129,1,8645,627,0,0,11,324646,0.2083557717777168,734,0,0,0,0,0,0,1,1,0,0
44,Female,Divorced,3,Graduate,Employed,6,0,Rented,Owned,Mumbai,Delhi,India,58878,471953,11446,5000,10000,274038,Business,36,14.270444237394061,1,13615,760,0,0,7,172382,0.43460548998148596,661,0,0,1,2,0,0,1,1,0,0
55,Male,Married,1,Graduate,Self Employed,5,0,Owned,Owned,Bengaluru,Tamil Nadu,India,72259,648968,10284,273671,188234,208696,Business,48,9.875990805888916,0,26395,446,0,0,3,159691,0.549770391024307,680,0,0,0,3,0,0,0,1,0,0
35,Male,Married,0,Graduate,Self Employed,3,0,Owned,Owned,Chennai,Delhi,India,81354,683976,7011,33431,301175,698983,Home,36,12.460114603091217,1,28333,615,1,0,7,193342,0.11298842188655195,750,0,1,0,2,0,0,0,0,0,0
59,Male,Married,1,High School,Self Employed,14,0,Owned,Mortgaged,Bengaluru,Telangana,India,52538,405961,19996,173383,156297,410646,Vehicle,48,10.90393279722942,0,3436,719,0,0,7,0,0.5500490341860078,646,0,0,0,4,0,0,0,0,0,0
48,Female,Single,3,Postgraduate,Unemployed,17,0,Owned,Owned,Mumbai,Delhi,India,40445,896206,12813,648016,120188,417552,Vehicle,36,13.280008269827796,1,39912,680,1,0,11,206641,0.5478249493800139,708,0,1,0,0,0,0,1,0,0,0
44,Female,Single,2,Graduate,Self Employed,15,0,Owned,Owned,Mumbai,Telangana,India,73488,628316,3502,417791,145294,602342,Business,24,10.095553073811981,0,16780,576,0,1,7,248441,0.4185059408059454,648,0,1,0,3,0,0,0,0,0,1
46,Female,Married,2,Graduate,Self Employed,10,1,Rented,Owned,Chennai,Tamil Nadu,India,53265,673359,0,226885,251784,303130,Business,24,14.465573000139194,1,17880,665,0,0,5,193728,0.7267815838159492,587,1,0,0,2,0,0,0,1,0,1
49,Female,Married,1,Postgraduate,Self Employed,14,0,Owned,Owned,Bengaluru,Delhi,India,68214,609384,11401,825809,30698,347006,Business,48,12.8018789977483,1,0,756,0,0,2,212744,0.1943733122640382,804,0,1,0,1,0,0,0,1,0,0
23,Female,Married,1,Graduate,Self Employed,7,0,Rented,Owned,Bengaluru,Tamil Nadu,India,35446,1667727,7664,85268,334529,517257,Business,12,15.679548655695058,1,7559,710,0,0,4,175869,0.13591828131760636,900,0,0,0,1,0,0,0,1,0,0
28,Male,Single,2,Postgraduate,Self Employed,0,0,Owned,Owned,Delhi,Delhi,India,59451,581215,0,459738,172720,110896,Medical,24,13.838277466868462,1,27597,726,0,0,7,0,0.44708181198225916,837,0,0,0,2,0,0,0,0,0,1
33,Male,Married,2,Graduate,Unemployed,7,0,Owned,Rented,Delhi,Delhi,India,80728,159396,10571,5000,58446,498641,Education,24,13.055466546274381,0,17037,800,0,0,5,337946,0.4731241640574768,756,1,0,0,0,0,0,0,0,0,0
27,Male,Single,3,High School,Employed,14,0,Rented,Rented,Chennai,Delhi,India,78330,300020,6385,206093,326165,283743,Home,48,14.71869017834756,1,16293,682,1,0,4,145056,0.2866824303705796,649,0,0,0,3,0,0,1,0,1,0
43,Male,Divorced,2,Graduate,Employed,12,0,Owned,Rented,Mumbai,Tamil Nadu,India,47656,1007790,11183,7397,10000,638203,Medical,12,10.147619258213325,1,17726,869,0,1,1,121311,0.7731393946575805,688,0,1,0,2,0,0,0,0,0,0
54,Female,Single,3,Postgraduate,Employed,19,0,Owned,Rented,Bengaluru,Delhi,India,39298,1180935,10650,296309,107822,570265,Vehicle,36,13.24556845648343,1,0,611,0,0,11,309008,0.2776090679882047,836,0,0,1,3,0,0,0,0,0,0
53,Male,Single,3,Graduate,Self Employed,19,0,Owned,Owned,Delhi,Karnataka,India,65346,575460,4350,260074,105682,541200,Home,48,11.428028871961388,1,13840,900,0,0,10,272976,0.28911328011318954,469,1,0,0,2,0,1,0,0,0,0
44,Female,Married,0,High School,Employed,4,0,Rented,Owned,Chennai,Karnataka,India,77342,1163684,11797,194620,458712,96469,Business,60,14.078432343598287,0,31899,842,0,0,3,205941,0.6676905183748447,680,1,1,0,4,0,0,0,0,0,0
63,Female,Married,1,High School,Self Employed,0,1,Rented,Owned,Chennai,Maharashtra,India,73913,1002476,5012,446570,90947,427253,Education,36,8.683520571184493,0,28040,680,0,0,2,253090,0.7459765730801355,800,0,0,0,0,0,0,0,0,1,0
49,Male,Married,1,Postgraduate,Self Employed,5,0,Owned,Owned,Bengaluru,Delhi,India,53732,723155,5402,147922,10000,191001,Education,60,11.707840723951856,0,13497,688,0,0,10,70276,0.4752978222034018,594,0,1,0,2,0,0,0,1,1,0
25,Female,Married,0,Graduate,Unemployed,17,0,Rented,Owned,Delhi,Delhi,India,71552,701866,4806,308833,104364,441889,Medical,48,13.387764263746895,1,33764,742,0,0,10,172315,0.11333779086259504,766,0,0,0,2,1,0,1,0,0,0
58,Female,Divorced,0,Graduate,Employed,16,0,Owned,Owned,Delhi,Delhi,India,98051,834261,14785,397699,239221,50000,Vehicle,48,11.954795023316201,1,0,785,0,0,10,303004,0.3488044177891022,761,0,1,0,1,0,0,0,0,0,0
49,Female,Married,3,High School,Self Employed,1,0,Owned,Rented,Delhi,Telangana,India,69513,1043236,6316,5000,281930,111016,Education,24,10.284786967853131,0,3339,840,0,1,7,115671,0.256757880031078,560,0,0,0,3,0,0,0,0,0,0
52,Male,Married,1,Postgraduate,Self Employed,3,0,Rented,Owned,Delhi,Delhi,India,29070,899188,16234,115285,475950,711587,Vehicle,60,11.982619387595769,1,37363,572,0,0,9,85158,0.4577126331342588,729,0,1,0,1,0,0,1,1,0,0
49,Male,Married,0,Graduate,Unemployed,11,0,Owned,Owned,Chennai,Karnataka,India,69470,576957,18700,259694,362896,531191,Business,24,14.873083941171446,1,21935,768,0,0,9,187467,0.5778002524881458,652,0,0,0,3,0,0,0,0,0,0
48,Male,Single,1,Graduate,Unemployed,13,0,Owned,Rented,Mumbai,Tamil Nadu,India,109967,727737,3567,363427,204429,372160,Business,12,10.051292629735991,1,11533,487,0,0,3,189695,0.3747053997856087,765,0,1,0,4,0,0,0,0,0,1
26,Male,Married,1,Graduate,Employed,19,0,Rented,Owned,Mumbai,Tamil Nadu,India,36677,1374379,0,505822,64115,250076,Medical,12,11.253791227222324,1,14336,700,0,0,6,241519,0.4761519865081464,793,1,1,0,4,0,0,0,0,0,1
48,Male,Single,0,High School,Employed,15,0,Owned,Mortgaged,Bengaluru,Tamil Nadu,India,65653,855364,14267,211141,391123,211464,Medical,48,15.927516411250956,1,5320,879,0,1,3,49075,0.631902220088562,763,0,1,0,3,0,0,0,0,0,0
60,Female,Married,0,Postgraduate,Employed,4,1,Rented,Mortgaged,Delhi,Karnataka,India,60020,1040797,5948,193035,132086,494034,Education,48,15.346128766678369,0,18319,564,1,0,9,0,0.2723029059312164,727,1,0,0,3,0,0,0,0,0,0
36,Female,Single,3,Postgraduate,Unemployed,0,0,Owned,Mortgaged,Hyderabad,Telangana,India,67109,941965,2802,92932,94439,374400,Home,12,8.754762565949918,1,17368,544,0,0,11,267517,0.2371775287846322,751,0,0,0,4,0,0,0,0,0,1
50,Male,Divorced,3,Postgraduate,Employed,12,0,Owned,Owned,Chennai,Telangana,India,69273,862007,4467,309397,125780,790262,Home,60,12.477489757015107,0,15238,744,1,0,1,77116,0.6639444627790272,590,0,1,0,4,0,0,0,0,0,0
23,Male,Married,1,Graduate,Self Employed,11,0,Owned,Owned,Chennai,Delhi,India,90079,812609,5511,196518,17202,409351,Medical,24,8.990597701359127,0,1082,872,0,0,1,122050,0.1259165366885846,716,1,1,0,3,0,0,0,0,0,0
38,Male,Married,2,Graduate,Self Employed,18,1,Rented,Rented,Bengaluru,Maharashtra,India,66865,1049217,15783,200674,119547,462918,Vehicle,48,15.42928692743283,1,18177,755,0,0,3,0,0.20541760859739555,632,0,1,0,4,0,0,0,0,0,0
42,Male,Married,3,Graduate,Employed,11,0,Owned,Rented,Bengaluru,Delhi,India,93099,995592,8959,233100,149695,144529,Vehicle,36,11.81158684513773,1,8645,510,0,1,2,277176,0.10864972182358935,833,0,1,0,4,0,0,0,0,0,0
69,Female,Single,3,Postgraduate,Employed,10,0,Owned,Rented,Bengaluru,Telangana,India,62411,859168,15701,349293,274985,370646,Education,36,11.638277529460012,1,3168,534,0,0,1,213282,0.4887693554191348,795,0,0,0,0,1,0,0,0,0,0
32,Male,Married,0,Graduate,Employed,6,0,Rented,Owned,Mumbai,Telangana,India,57296,571871,10965,148528,129548,488938,Medical,48,10.54709523879483,0,30200,730,0,0,11,209468,0.520060012265158,794,1,0,0,2,0,0,0,0,0,0
35,Male,Married,3,Graduate,Self Employed,1,0,Rented,Owned,Bengaluru,Tamil Nadu,India,50277,895667,6144,111011,15230,367987,Business,60,12.766142352941154,1,41036,590,0,0,7,208828,0.4717214860586527,900,0,0,0,1,0,0,0,0,0,0
41,Female,Married,0,Graduate,Employed,17,0,Rented,Owned,Hyderabad,Tamil Nadu,India,25024,759897,5657,327710,10000,343161,Home,48,9.587490422450445,1,38311,735,0,0,9,0,0.3899883205171961,683,0,1,0,4,1,0,0,0,0,0
69,Male,Married,0,Graduate,Employed,16,1,Owned,Owned,Delhi,Delhi,India,71067,687523,11369,5000,207244,521920,Business,60,14.492162504016603,1,22801,741,0,0,7,86409,0.47032038639292495,659,0,0,0,3,0,0,0,0,1,0
62,Male,Married,1,Postgraduate,Self Employed,3,0,Owned,Owned,Mumbai,Karnataka,India,110188,1583632,12922,141337,189441,783261,Business,60,12.184077586349378,1,11812,666,0,0,9,137085,0.23575646106117384,681,0,0,0,4,0,0,0,0,1,0
23,Female,Married,2,Graduate,Employed,14,0,Owned,Mortgaged,Bengaluru,Maharashtra,India,75081,318284,13980,42764,107939,481893,Home,24,12.748471684856204,1,14155,900,0,0,8,108869,0.6783699073853099,543,0,1,0,1,1,0,0,0,0,0
33,Female,Married,0,Graduate,Self Employed,7,0,Rented,Owned,Delhi,Karnataka,India,80108,1067553,6430,466586,119230,701720,Medical,36,14.806035607408905,1,19867,784,0,0,2,154206,0.7865411025943931,552,1,0,0,4,0,0,0,0,0,0
61,Other,Single,1,Postgraduate,Employed,8,1,Rented,Rented,Chennai,Maharashtra,India,55913,521198,9051,170632,230503,586752,Medical,12,9.888615804137117,1,9957,853,1,1,2,203388,0.4784360178522382,788,0,0,0,0,0,0,0,0,0,0
24,Female,Married,1,Graduate,Employed,16,1,Rented,Mortgaged,Hyderabad,Maharashtra,India,59624,819358,11504,149071,360771,688557,Education,60,9.813873050065867,1,30825,821,0,0,6,275611,0.36204887682287257,566,0,0,0,4,0,0,0,0,0,0
63,Male,Married,1,Graduate,Employed,16,0,Owned,Owned,Hyderabad,Telangana,India,86662,1550576,5696,241247,78581,315861,Medical,60,11.656012546523847,1,0,703,0,0,5,39380,0.6542479015914199,601,0,0,0,1,0,0,0,0,0,0
35,Female,Divorced,3,Graduate,Employed,3,0,Owned,Owned,Delhi,Telangana,India,109191,491289,1190,142832,191557,404475,Business,60,14.395961808959505,1,11451,698,0,0,10,179160,0.23515035175893664,708,1,0,0,2,1,0,0,0,0,1
66,Female,Married,1,High School,Employed,6,0,Owned,Rented,Hyderabad,Tamil Nadu,India,97734,562838,3162,177523,304575,405389,Vehicle,48,8.939091651401096,1,24612,687,0,0,4,247596,0.32454149626708473,674,0,1,0,3,0,0,0,0,0,1
36,Female,Married,0,Graduate,Self Employed,16,0,Owned,Owned,Mumbai,Tamil Nadu,India,82715,774745,6553,267479,79105,570180,Vehicle,60,14.463776529240592,0,4858,794,0,0,4,92212,0.7579864084047284,817,0,1,0,3,0,1,0,0,1,0
42,Other,Married,0,Postgraduate,Employed,18,1,Owned,Owned,Delhi,Delhi,India,65773,525834,11973,174032,177967,624330,Business,48,12.255674451938575,0,12118,648,0,0,6,161680,0.23040592083255507,726,0,1,0,1,0,0,0,0,0,0
53,Female,Married,0,High School,Employed,1,0,Owned,Mortgaged,Delhi,Karnataka,India,69613,1045216,15553,172740,175060,477512,Vehicle,24,12.713225874611684,0,22123,900,1,0,3,224322,0.17848090448560755,632,0,1,1,2,0,1,1,0,1,0
28,Female,Married,0,Postgraduate,Employed,16,0,Rented,Rented,Hyderabad,Tamil Nadu,India,48422,619641,0,68171,10000,642875,Vehicle,24,12.732894537093799,1,33219,637,1,0,10,181064,0.4824475869511664,826,0,0,0,2,0,1,0,0,0,1
48,Male,Married,2,Graduate,Employed,9,0,Rented,Mortgaged,Chennai,Karnataka,India,33140,976202,4415,42318,201904,326067,Medical,36,8.921255417182902,0,0,743,0,0,1,244048,0.5111921356779309,800,0,0,0,3,0,0,0,0,0,0
46,Female,Single,1,Postgraduate,Unemployed,11,0,Rented,Mortgaged,Delhi,Delhi,India,40210,381243,5852,260914,184100,644783,Business,36,10.373280982886087,0,0,694,1,1,10,188996,0.5180050728076441,564,0,0,0,1,0,0,0,0,0,0
59,Male,Married,1,Graduate,Employed,1,1,Rented,Owned,Mumbai,Delhi,India,66095,237950,12768,305188,252160,673478,Vehicle,48,14.164730886360232,1,3647,670,0,0,7,150373,0.21513476032863915,747,0,1,0,3,0,0,0,0,1,0
69,Female,Single,3,Graduate,Unemployed,13,0,Rented,Rented,Chennai,Telangana,India,58576,711304,4831,5000,25704,599049,Medical,48,11.592010896169628,0,0,900,1,0,10,68592,0.6048013091019967,641,0,0,1,3,1,0,0,0,1,0
53,Female,Single,2,Postgraduate,Employed,13,0,Rented,Rented,Chennai,Delhi,India,32672,309447,5421,386789,181296,479517,Medical,60,12.703877366888907,1,0,671,0,1,4,203481,0.2695967895529159,638,0,1,1,3,1,0,0,0,0,0
41,Other,Married,0,Graduate,Employed,13,0,Owned,Rented,Hyderabad,Telangana,India,64178,1235480,0,387528,359625,606931,Education,48,15.586514665199104,1,3328,686,1,0,10,189497,0.7636717856628294,900,1,0,0,4,0,0,0,0,1,1
41,Other,Married,1,Graduate,Employed,15,1,Owned,Rented,Bengaluru,Tamil Nadu,India,57994,321058,10900,425444,450074,253319,Business,12,8.84703826238021,0,29801,646,0,0,10,85680,0.2595700241440982,733,0,1,0,2,0,0,0,0,1,0
42,Male,Married,1,Graduate,Employed,18,0,Owned,Rented,Mumbai,Telangana,India,39197,468693,7031,303980,346416,493639,Business,24,11.872602742553648,0,11255,724,0,0,6,235295,0.11211803537064184,696,0,0,0,2,0,0,0,0,1,0
61,Female,Single,3,Graduate,Self Employed,16,1,Owned,Mortgaged,Delhi,Karnataka,India,56856,904085,4075,364674,26980,516112,Vehicle,24,11.209555996359235,1,15376,708,1,0,4,300452,0.4974916353221913,729,1,1,0,3,0,0,0,0,0,0
37,Female,Single,1,Graduate,Employed,14,0,Owned,Owned,Chennai,Delhi,India,57939,604090,6442,643304,238636,157506,Vehicle,48,9.298370696460559,1,3534,596,0,0,3,117291,0.24199351117469844,816,0,0,0,3,0,0,0,0,1,0
30,Male,Divorced,0,Postgraduate,Employed,19,0,Rented,Rented,Delhi,Maharashtra,India,51433,324483,14761,195726,117190,554408,Medical,24,15.630957615698485,1,22602,673,0,0,2,110874,0.5400016777431891,642,0,0,1,4,0,0,0,0,0,0
38,Male,Single,2,High School,Employed,13,0,Rented,Owned,Mumbai,Karnataka,India,85386,1391989,1970,61775,216907,175259,Business,60,15.710946923114076,0,37509,787,0,0,7,107405,0.2604493523996635,661,0,1,0,2,0,1,0,0,0,1
23,Male,Single,1,Graduate,Employed,13,0,Rented,Rented,Hyderabad,Delhi,India,23136,479509,2950,5000,79611,355857,Vehicle,24,10.836161156420552,1,4348,832,0,0,11,20527,0.39965905493286136,792,1,0,1,3,0,0,0,0,0,1
27,Female,Single,0,Postgraduate,Unemployed,10,0,Rented,Rented,Bengaluru,Maharashtra,India,21312,721122,15513,566021,10000,458747,Medical,36,15.60037458016809,1,35696,722,0,0,7,370425,0.22566008055160894,553,0,1,0,0,0,0,1,0,0,0
26,Male,Married,2,Graduate,Unemployed,15,0,Rented,Rented,Delhi,Telangana,India,65072,717242,8454,568381,135212,289237,Education,60,8.763802050432142,1,19373,726,0,0,11,137355,0.4001679499541898,828,0,1,0,2,0,0,0,0,1,0
59,Other,Married,0,Graduate,Employed,1,0,Owned,Owned,Bengaluru,Telangana,India,67114,993092,12018,83572,273938,468161,Vehicle,24,15.856719927521514,1,15202,680,0,0,9,98446,0.19556423710637727,543,1,1,1,1,0,0,0,0,0,0
56,Male,Married,3,Graduate,Self Employed,10,0,Rented,Owned,Chennai,Delhi,India,73892,918705,10410,119082,217439,464642,Home,12,14.769490123064983,1,19801,664,0,0,8,72956,0.3365811404080913,692,0,0,0,4,0,0,0,0,0,0
55,Other,Married,3,Graduate,Self Employed,8,0,Rented,Owned,Mumbai,Tamil Nadu,India,53142,531959,7787,191681,232383,269560,Medical,24,10.107476656084105,1,19686,618,0,1,8,143143,0.23925213177246213,544,0,0,0,0,0,0,0,0,0,0
44,Male,Single,1,Graduate,Employed,18,0,Rented,Owned,Bengaluru,Karnataka,India,44805,682251,5910,470366,208125,574954,Business,24,12.996603654509414,1,37285,548,0,0,11,113955,0.6712713109481758,603,0,0,0,3,0,1,0,0,0,0
56,Female,Married,2,Graduate,Self Employed,1,0,Owned,Owned,Delhi,Karnataka,India,64839,711923,12989,18285,232588,281885,Vehicle,48,14.487245217769772,1,21242,642,0,1,10,316616,0.6105478585161573,862,0,1,0,4,0,0,0,0,0,0
29,Male,Married,2,Graduate,Employed,12,0,Owned,Mortgaged,Mumbai,Tamil Nadu,India,55285,1004687,14974,5000,248836,953354,Vehicle,48,10.894742230058343,1,21493,819,0,0,2,61369,0.21677357871472544,834,0,0,0,2,0,0,0,1,0,0
65,Female,Single,2,Postgraduate,Self Employed,3,1,Rented,Owned,Mumbai,Karnataka,India,99123,429503,14505,640152,144291,425914,Home,36,11.153138440696221,1,9942,673,0,0,7,33839,0.1580331867693744,846,0,1,0,3,0,0,1,0,0,0
46,Female,Single,0,Graduate,Unemployed,17,1,Owned,Mortgaged,Bengaluru,Telangana,India,57867,1385433,887,306227,190775,192315,Business,36,13.217295816946951,1,25068,681,1,0,6,232419,0.11802122420912037,560,0,1,1,2,0,0,0,0,0,1
67,Female,Single,1,Graduate,Employed,17,0,Owned,Owned,Bengaluru,Maharashtra,India,63829,552244,15829,331794,406623,233444,Vehicle,36,9.603205382000784,1,3517,679,0,0,10,169815,0.25867025729410853,604,0,0,0,3,0,0,1,0,1,0
29,Female,Single,0,Graduate,Self Employed,4,0,Owned,Rented,Bengaluru,Tamil Nadu,India,119459,777375,5852,213080,198464,702467,Vehicle,12,9.386579572918064,1,16308,856,0,0,3,158820,0.43612415619769795,757,0,1,1,3,0,0,0,0,0,0
45,Male,Married,2,Postgraduate,Unemployed,17,0,Owned,Rented,Chennai,Telangana,India,60715,432003,3469,333841,185533,359986,Home,12,10.373539585895683,0,49599,617,1,0,10,233165,0.3799182378049404,798,1,0,1,1,1,0,0,0,0,1
55,Male,Married,0,Graduate,Employed,9,0,Owned,Rented,Bengaluru,Telangana,India,77235,390552,6984,5000,193374,149971,Medical,48,14.059448090102734,1,0,750,0,1,6,192987,0.7800493222337913,632,0,0,0,3,0,0,0,1,0,0
45,Male,Single,2,Postgraduate,Employed,19,1,Rented,Rented,Bengaluru,Maharashtra,India,79218,517671,12986,98634,151671,637816,Education,60,11.249494198086675,1,17797,712,0,1,11,175552,0.6545719516343667,656,0,0,0,4,0,0,0,1,1,0
43,Male,Married,2,Graduate,Unemployed,14,0,Rented,Rented,Hyderabad,Maharashtra,India,81090,488843,11242,268928,123403,358573,Home,36,12.305186662388458,0,18259,727,0,1,9,46463,0.1547306779235052,595,0,1,0,1,0,0,0,0,0,0
29,Female,Married,3,Graduate,Unemployed,0,0,Rented,Mortgaged,Chennai,Tamil Nadu,India,71368,655722,6467,5000,207128,593752,Medical,12,9.965879176056495,1,12262,746,0,0,4,21530,0.21125266777330862,900,0,1,0,1,0,0,0,1,1,0
40,Female,Married,1,High School,Employed,4,0,Owned,Rented,Hyderabad,Telangana,India,69264,486310,13025,195546,114257,655824,Vehicle,60,9.955792505121789,0,12545,726,0,0,10,113459,0.11861933631239951,667,0,0,0,1,0,0,0,0,0,0
33,Female,Married,0,Graduate,Employed,8,0,Owned,Owned,Delhi,Telangana,India,67207,988665,8839,184450,161083,510381,Business,24,13.378384444261075,1,16096,807,0,1,3,76985,0.19675845300677958,723,1,0,0,4,0,0,1,0,0,0
36,Female,Married,2,Graduate,Employed,4,1,Owned,Owned,Chennai,Telangana,India,52328,545104,4562,195515,77233,977099,Business,48,9.312814389013404,0,11975,716,0,0,1,205574,0.4705920041784033,729,0,0,1,4,0,0,0,0,0,0
54,Female,Married,0,Graduate,Employed,2,0,Owned,Rented,Chennai,Maharashtra,India,72161,511855,3751,150805,194041,70556,Medical,60,13.508805454123046,0,17663,900,0,0,6,9122,0.15371662472764644,841,0,0,1,1,0,0,0,0,0,1
52,Female,Single,0,High School,Employed,19,0,Owned,Owned,Bengaluru,Karnataka,India,109630,662109,10461,70739,255945,270050,Home,60,11.505263892616796,0,9148,724,0,0,5,137519,0.1419075631170889,615,1,0,0,4,0,0,0,0,0,0
51,Male,Married,3,Postgraduate,Employed,17,0,Rented,Owned,Mumbai,Tamil Nadu,India,91635,1077851,7504,5000,152451,393690,Home,12,13.534531852132192,1,39268,532,0,0,2,163557,0.18271305300715387,848,0,1,0,3,0,0,0,0,0,0
39,Male,Single,3,Postgraduate,Employed,8,1,Rented,Rented,Bengaluru,Tamil Nadu,India,71686,844462,0,276054,10000,947458,Business,12,11.362971077616166,1,11975,790,0,0,11,176232,0.5685895515512495,579,1,1,0,2,0,0,0,0,0,1
68,Female,Married,2,High School,Employed,4,0,Owned,Owned,Hyderabad,Tamil Nadu,India,83828,750093,13082,195977,256748,845560,Medical,48,14.845391377371238,0,21835,763,0,0,1,217901,0.1135506874356769,848,0,0,1,4,0,0,0,0,0,0
26,Female,Married,3,Graduate,Employed,3,1,Owned,Rented,Chennai,Delhi,India,45878,350086,5118,5000,195623,733511,Business,48,8.916671269117407,1,6971,723,0,0,7,148978,0.7787382701358437,531,0,1,0,4,0,0,1,0,0,0
38,Male,Single,0,High School,Employed,18,1,Owned,Rented,Mumbai,Karnataka,India,59268,437187,17552,261256,50879,275292,Vehicle,60,15.199729838591328,1,26197,691,0,0,3,116588,0.36655038446018684,708,0,1,1,4,0,0,0,0,0,0
27,Male,Married,0,Graduate,Self Employed,6,0,Owned,Rented,Delhi,Karnataka,India,85852,396477,0,196908,280525,300946,Medical,36,10.514958829285714,0,23801,487,1,0,4,298225,0.33561115271660436,898,0,0,1,2,0,0,0,0,0,1
38,Female,Single,1,Postgraduate,Employed,0,1,Owned,Rented,Bengaluru,Telangana,India,97717,1172055,6915,167015,10000,267716,Medical,12,8.819066574741113,0,20031,505,0,0,3,149596,0.4323689837775041,796,1,1,0,1,0,0,0,1,1,0
68,Male,Single,0,Graduate,Employed,7,0,Owned,Mortgaged,Hyderabad,Delhi,India,48040,939168,3800,5000,315902,277646,Business,48,12.718033164116369,0,2671,900,0,0,5,314817,0.46250325623164146,766,0,0,1,0,0,0,0,0,1,1
39,Male,Single,3,Graduate,Employed,9,0,Owned,Rented,Bengaluru,Delhi,India,54361,521513,2147,372898,172542,778395,Business,48,10.182656727858223,0,5971,655,0,1,8,149112,0.3940093722746838,604,0,0,0,4,0,0,0,0,0,1
65,Female,Married,0,High School,Employed,12,0,Owned,Mortgaged,Hyderabad,Maharashtra,India,112990,610688,5079,28050,10000,396371,Education,36,11.944023423880898,0,35234,826,0,0,4,178454,0.44042811657001757,639,1,0,0,3,0,0,0,1,0,0
45,Female,Single,2,Graduate,Employed,6,0,Rented,Owned,Chennai,Maharashtra,India,67117,532412,18623,261388,203182,425470,Education,48,14.517356545465777,1,5838,543,0,0,8,166819,0.33781373052450037,867,0,1,0,3,0,0,0,0,1,0
55,Male,Married,3,High School,Employed,18,0,Owned,Rented,Delhi,Telangana,India,105113,514241,8860,104511,127194,620365,Business,24,14.436600705611138,1,22690,604,0,0,5,201965,0.3254051945064026,771,0,0,0,0,0,0,1,0,1,0
43,Female,Single,2,Graduate,Employed,12,0,Owned,Rented,Mumbai,Telangana,India,69550,918090,3249,180029,107609,84023,Vehicle,60,13.00289212212561,1,3663,794,0,1,9,140114,0.11912068558068274,817,0,0,0,4,1,0,1,1,0,1
